team1,team2,city,date,toss_winner,first_batting,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team2_player6,team2_player7,team2_player8,team2_player9,team2_player10,team2_player11,match_winner
New Zealand,Australia,Auckland,11 March 2010,1,0,BB McCullum,MJ Guptill,LRPL Taylor,SL Stewart,SB Styris,DL Vettori,GJ Hopkins,JEC Franklin,DR Tuffey,SE Bond,TG Southee,SR Watson,BJ Haddin,RT Ponting,CL White,AC Voges,MEK Hussey,JR Hopes,MG Johnson,NM Hauritz,RJ Harris,DE Bollinger,1
West Indies,Zimbabwe,Kingstown,12 March 2010,0,1,H Masakadza,V Sibanda,T Maruma,BRM Taylor,T Taibu,S Matsikenyeri,GA Lamb,E Chigumbura,AG Cremer,P Utseya,RW Price,AB Barath,CH Gayle,S Chanderpaul,D Ramdin,N Deonarine,DJ Bravo,KA Pollard,DJG Sammy,NO Miller,R Rampaul,KAJ Roach,0
New Zealand,Australia,Wellington,13 March 2010,1,0,BB McCullum,MJ Guptill,LRPL Taylor,SL Stewart,SB Styris,DL Vettori,GJ Hopkins,NL McCullum,DR Tuffey,SE Bond,TG Southee,SR Watson,BJ Haddin,RT Ponting,CL White,AC Voges,MEK Hussey,JR Hopes,MG Johnson,NM Hauritz,CJ McKay,DE Bollinger,0
West Indies,Zimbabwe,Kingstown,14 March 2010,0,1,V Sibanda,H Masakadza,T Maruma,BRM Taylor,T Taibu,CK Coventry,E Chigumbura,GA Lamb,AG Cremer,P Utseya,RW Price,AB Barath,CH Gayle,DM Bravo,D Ramdin,N Deonarine,DJ Bravo,KA Pollard,DE Bernard,DJG Sammy,R Rampaul,SJ Benn,0
West Indies,Canada,Kingston,13 April 2010,0,0,ADS Fletcher,S Chanderpaul,DM Bravo,RR Sarwan,N Deonarine,WW Hinds,NO Miller,DJG Sammy,R Rampaul,SJ Benn,DE Bernard,TC Bastiampillai,Rizwan Cheema,ZE Surkari,A Bagai,Usman Limbada,S Dhaniram,H Patel,U Bhatti,Khurram Chohan,H Osinde,PA Desai,0
West Indies,Ireland,Kingston,15 April 2010,1,1,WTS Porterfield,PR Stirling,AC Botha,NJ OBrien,AR Cusack,KJ OBrien,GC Wilson,AR White,DT Johnston,PC Connell,GH Dockrell,ADS Fletcher,S Chanderpaul,WW Hinds,RR Sarwan,N Deonarine,DM Bravo,NO Miller,DJG Sammy,R Rampaul,SJ Benn,DE Bernard,0
West Indies,South Africa,North Sound,22 May 2010,0,1,HM Amla,GC Smith,JH Kallis,AB de Villiers,JP Duminy,DA Miller,J Botha,R McLaren,DW Steyn,M Morkel,LL Tsotsobe,ADS Fletcher,CH Gayle,DJ Bravo,RR Sarwan,N Deonarine,D Ramdin,KA Pollard,DJG Sammy,NO Miller,JE Taylor,R Rampaul,1
West Indies,South Africa,North Sound,24 May 2010,1,1,GC Smith,HM Amla,JH Kallis,AB de Villiers,DA Miller,AN Petersen,R McLaren,J Botha,M Morkel,DW Steyn,LL Tsotsobe,CH Gayle,DM Richards,RR Sarwan,N Deonarine,DJ Bravo,KA Pollard,JE Taylor,D Ramdin,DJG Sammy,R Rampaul,NO Miller,1
Zimbabwe,India,Bulawayo,28 May 2010,1,1,KD Karthik,M Vijay,V Kohli,RG Sharma,SK Raina,RA Jadeja,YK Pathan,A Mishra,AB Dinda,R Vinay Kumar,UT Yadav,H Masakadza,BRM Taylor,GA Lamb,CR Ervine,CK Coventry,E Chigumbura,AM Blignaut,AG Cremer,P Utseya,RW Price,CB Mpofu,0
West Indies,South Africa,Roseau,28 May 2010,1,1,HM Amla,GC Smith,JH Kallis,AB de Villiers,AN Petersen,DA Miller,J Botha,R McLaren,DW Steyn,M Morkel,CK Langeveldt,CH Gayle,DM Richards,S Chanderpaul,DM Bravo,DJ Bravo,KA Pollard,DJG Sammy,D Ramdin,JE Taylor,SJ Benn,R Rampaul,1
India,Sri Lanka,Bulawayo,30 May 2010,0,1,WU Tharanga,TM Dilshan,TT Samaraweera,AD Mathews,CK Kapugedera,LPC Silva,NLTC Perera,KMDN Kulasekara,S Randiv,CRD Fernando,BAW Mendis,KD Karthik,M Vijay,V Kohli,RG Sharma,SK Raina,YK Pathan,RA Jadeja,A Mishra,AB Dinda,PP Ojha,UT Yadav,0
West Indies,South Africa,Roseau,30 May 2010,0,0,DM Richards,CH Gayle,S Chanderpaul,DJ Bravo,DM Bravo,KA Pollard,DJG Sammy,DE Bernard,D Ramdin,SJ Benn,R Rampaul,GC Smith,HM Amla,JH Kallis,AB de Villiers,JP Duminy,DA Miller,J Botha,R McLaren,LL Tsotsobe,M Morkel,CK Langeveldt,1
Zimbabwe,Sri Lanka,Bulawayo,1 June 2010,1,0,H Masakadza,BRM Taylor,GA Lamb,CR Ervine,CK Coventry,E Chigumbura,AM Blignaut,AG Cremer,P Utseya,RW Price,CB Mpofu,WU Tharanga,TM Dilshan,LD Chandimal,LPC Silva,CK Kapugedera,BAW Mendis,BMAJ Mendis,KMDN Kulasekara,S Randiv,NLTC Perera,CRD Fernando,1
Zimbabwe,India,Harare Sports Club,3 June 2010,0,1,KD Karthik,M Vijay,V Kohli,RG Sharma,SK Raina,RA Jadeja,YK Pathan,A Mishra,AB Dinda,PP Ojha,UT Yadav,H Masakadza,BRM Taylor,CK Coventry,E Chigumbura,T Taibu,GA Lamb,CR Ervine,AM Blignaut,AG Cremer,P Utseya,RW Price,0
West Indies,South Africa,Port of Spain,3 June 2010,0,0,DM Richards,CH Gayle,S Chanderpaul,DM Bravo,DJ Bravo,N Deonarine,KA Pollard,DJG Sammy,D Ramdin,DE Bernard,JE Taylor,HM Amla,GC Smith,JH Kallis,AB de Villiers,JP Duminy,MV Boucher,J Botha,R McLaren,RE van der Merwe,CK Langeveldt,LL Tsotsobe,1
India,Sri Lanka,Harare Sports Club,5 June 2010,1,0,KD Karthik,NV Ojha,V Kohli,YK Pathan,RG Sharma,SK Raina,RA Jadeja,R Ashwin,Pankaj Singh,AB Dinda,PP Ojha,WU Tharanga,TM Dilshan,LD Chandimal,CK Kapugedera,BMAJ Mendis,TT Samaraweera,BAW Mendis,KMDN Kulasekara,S Randiv,NLTC Perera,T Thushara,1
Zimbabwe,Sri Lanka,Harare Sports Club,7 June 2010,0,1,WU Tharanga,TM Dilshan,LD Chandimal,CK Kapugedera,TT Samaraweera,BMAJ Mendis,HDRL Thirimanne,NLTC Perera,S Randiv,T Thushara,CRD Fernando,H Masakadza,BRM Taylor,CJ Chibhabha,T Taibu,CK Coventry,E Chigumbura,CR Ervine,AG Cremer,P Utseya,CB Mpofu,RW Price,0
Zimbabwe,Sri Lanka,Harare Sports Club,9 June 2010,1,0,H Masakadza,BRM Taylor,T Taibu,CR Ervine,GA Lamb,E Chigumbura,CK Coventry,AG Cremer,P Utseya,RW Price,CB Mpofu,WU Tharanga,TM Dilshan,LD Chandimal,CK Kapugedera,AD Mathews,TT Samaraweera,BMAJ Mendis,BAW Mendis,CRD Fernando,S Randiv,KMDN Kulasekara,1
Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,15 June 2010,0,0,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,AD Mathews,CK Kapugedera,MF Maharoof,KMDN Kulasekara,SL Malinga,M Muralitharan,Shahzaib Hasan,Salman Butt,Umar Amin,Shoaib Malik,Umar Akmal,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Mohammad Amir,Shoaib Akhtar,Mohammad Asif,0
Netherlands,Scotland,Rotterdam,15 June 2010,1,1,JH Davey,PL Mommsen,GI Maiden,RD Berrington,MQ Sheikh,NFI McCallum,DR Lockhart,MA Parker,GD Drummond,RM Haq,RT Lyons,ES Szwarczynski,AN Kervezee,TLW Cooper,RN ten Doeschate,B Zuiderent,PW Borren,MBS Jonkman,PM Seelaar,Adeel Raja,AF Buurman,Mudassar Bukhari,0
Bangladesh,India,Rangiri Dambulla International Stadium,16 June 2010,0,0,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Naeem Islam,Suhrawadi Shuvo,Mashrafe Mortaza,Shafiul Islam,Syed Rasel,G Gambhir,V Sehwag,V Kohli,RG Sharma,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,Z Khan,A Nehra,1
Ireland,Australia,Dublin,17 June 2010,1,1,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,NM Hauritz,RJ Harris,CJ McKay,DE Bollinger,WTS Porterfield,PR Stirling,GC Wilson,NJ OBrien,AR Cusack,KJ OBrien,AR White,JF Mooney,DT Johnston,PC Connell,WB Rankin,1
Sri Lanka,Bangladesh,Rangiri Dambulla International Stadium,18 June 2010,0,0,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,CK Kapugedera,TT Samaraweera,KMDN Kulasekara,M Muralitharan,SL Malinga,UWMBCA Welegedara,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Mohammad Ashraful,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Mashrafe Mortaza,Shafiul Islam,Syed Rasel,0
India,Pakistan,Rangiri Dambulla International Stadium,19 June 2010,1,1,Salman Butt,Imran Farhat,Shoaib Malik,Umar Akmal,Umar Amin,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Mohammad Amir,Shoaib Akhtar,Saeed Ajmal,G Gambhir,V Sehwag,V Kohli,MS Dhoni,RG Sharma,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,Z Khan,A Nehra,0
Scotland,England,Raeburn Place,19 June 2010,0,0,GM Hamilton,RR Watson,KJ Coetzer,JH Davey,RD Berrington,NFI McCallum,DR Lockhart,MA Parker,RM Haq,GD Drummond,RT Lyons,AJ Strauss,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,MH Yardy,JM Anderson,SCJ Broad,A Shahzad,LJ Wright,GP Swann,1
Bangladesh,Pakistan,Rangiri Dambulla International Stadium,21 June 2010,1,1,Imran Farhat,Shahzaib Hasan,Umar Amin,Asad Shafiq,Umar Akmal,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Abdur Rehman,Shoaib Akhtar,Mohammad Asif,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Mushfiqur Rahim,Shakib Al Hasan,Jahurul Islam,Mahmudullah,Suhrawadi Shuvo,Mashrafe Mortaza,Shafiul Islam,Abdur Razzak,1
Sri Lanka,India,Rangiri Dambulla International Stadium,22 June 2010,0,1,G Gambhir,KD Karthik,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,P Kumar,Z Khan,AB Dinda,PP Ojha,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,SHT Kandamby,CK Kapugedera,AD Mathews,MF Maharoof,S Randiv,HMRKB Herath,UWMBCA Welegedara,0
England,Australia,Southampton,22 June 2010,1,1,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,NM Hauritz,RJ Harris,JR Hazlewood,DE Bollinger,AJ Strauss,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,MH Yardy,GP Swann,SCJ Broad,JM Anderson,0
Sri Lanka,India,Rangiri Dambulla International Stadium,24 June 2010,1,1,G Gambhir,KD Karthik,V Kohli,MS Dhoni,RG Sharma,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,Z Khan,A Nehra,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,SHT Kandamby,CK Kapugedera,MF Maharoof,KMDN Kulasekara,SL Malinga,M Muralitharan,1
England,Australia,Cardiff,24 June 2010,1,1,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,JR Hopes,NM Hauritz,DE Bollinger,CJ McKay,AJ Strauss,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,GP Swann,MH Yardy,SCJ Broad,JM Anderson,0
England,Australia,Manchester,27 June 2010,0,1,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,JR Hopes,RJ Harris,DE Bollinger,SW Tait,AJ Strauss,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,MH Yardy,LJ Wright,TT Bresnan,GP Swann,SCJ Broad,JM Anderson,0
England,Australia,London,30 June 2010,0,1,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,JR Hopes,RJ Harris,DE Bollinger,SW Tait,AJ Strauss,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,MH Yardy,LJ Wright,TT Bresnan,GP Swann,SCJ Broad,JM Anderson,1
Afghanistan,Canada,Voorburg,1 July 2010,1,1,H Patel,Rizwan Cheema,ZE Surkari,A Bagai,GEF Barnett,S Dhaniram,AS Hansra,U Bhatti,CK Hooper,Khurram Chohan,PA Desai,Noor Ali Zadran,Shabir Noori,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Mohammad Nabi,Karim Sadiq,Khaliq Dad,Hamid Hassan,Shapoor Zadran,Samiullah Shenwari,0
Ireland,Kenya,Rotterdam,1 July 2010,0,1,MA Ouma,RR Patel,AA Obanda,CO Obuya,JK Kamande,FN Otieno,TM Odoyo,NN Odhiambo,HA Varaiya,E Otieno,JO Ngoche,PR Stirling,JD Hall,AR Cusack,KJ OBrien,AD Poynter,NG Jones,RD McCann,JF Mooney,GH Dockrell,AR White,DT Johnston,0
Netherlands,Scotland,Amstelveen,1 July 2010,0,0,ES Szwarczynski,TN de Grooth,TLW Cooper,W Barresi,B Zuiderent,PW Borren,Mudassar Bukhari,AF Buurman,MBS Jonkman,PM Seelaar,Mohammad Kashif,PL Mommsen,OJ Hairs,GI Maiden,RD Berrington,NFI McCallum,MM Iqbal,DR Lockhart,MA Parker,GD Drummond,G Goudie,RT Lyons,1
Afghanistan,Ireland,Rotterdam,4 July 2010,1,1,PR Stirling,JD Hall,AR Cusack,KJ OBrien,AD Poynter,AR White,JF Mooney,DT Johnston,NG Jones,RD McCann,GH Dockrell,Noor Ali Zadran,Shabir Noori,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Karim Sadiq,Mohammad Nabi,Samiullah Shenwari,Khaliq Dad,Hamid Hassan,Shapoor Zadran,1
Canada,Scotland,Amstelveen,3 July 2010,1,1,PL Mommsen,OJ Hairs,GI Maiden,RD Berrington,NFI McCallum,MM Iqbal,DR Lockhart,MA Parker,GD Drummond,G Goudie,RT Lyons,H Patel,Rizwan Cheema,ZE Surkari,A Bagai,GEF Barnett,AS Hansra,S Dhaniram,U Bhatti,CK Hooper,Khurram Chohan,PA Desai,1
Netherlands,Kenya,Voorburg,3 July 2010,1,0,ES Szwarczynski,AN Kervezee,TLW Cooper,PW Borren,W Barresi,B Zuiderent,Mudassar Bukhari,AF Buurman,MBS Jonkman,Adeel Raja,PM Seelaar,MA Ouma,AA Obanda,FN Otieno,CO Obuya,RR Patel,JK Kamande,TM Odoyo,NM Odhiambo,HA Varaiya,E Otieno,JO Ngoche,0
England,Australia,London,3 July 2010,1,1,SR Watson,TD Paine,RT Ponting,CL White,SE Marsh,MEK Hussey,SPD Smith,JR Hopes,RJ Harris,DE Bollinger,SW Tait,AJ Strauss,C Kieswetter,MH Yardy,PD Collingwood,EJG Morgan,KP Pietersen,LJ Wright,TT Bresnan,GP Swann,SCJ Broad,JM Anderson,1
Afghanistan,Kenya,Amstelveen,5 July 2010,1,1,MA Ouma,AA Obanda,FN Otieno,CO Obuya,RR Patel,JK Kamande,TM Odoyo,NN Odhiambo,SO Ngoche,NM Odhiambo,JO Ngoche,Noor Ali Zadran,Shabir Noori,Mohammad Shahzad,Samiullah Shenwari,Asghar Stanikzai,Nawroz Mangal,Karim Sadiq,Mohammad Nabi,Khaliq Dad,Hamid Hassan,Shapoor Zadran,0
Ireland,Scotland,Voorburg,5 July 2010,0,1,PL Mommsen,OJ Hairs,DF Watts,RD Berrington,NFI McCallum,MM Iqbal,DR Lockhart,MA Parker,GD Drummond,G Goudie,RT Lyons,PR Stirling,A Balbirnie,AR Cusack,KJ OBrien,AD Poynter,AR White,JF Mooney,DT Johnston,NG Jones,RD McCann,GH Dockrell,0
Netherlands,Canada,Rotterdam,5 July 2010,1,1,H Patel,Rizwan Cheema,GEF Barnett,A Bagai,ZE Surkari,S Dhaniram,TC Bastiampillai,U Bhatti,CK Hooper,HS Baidwan,PA Desai,ES Szwarczynski,TN de Grooth,TLW Cooper,W Barresi,B Zuiderent,PW Borren,Mudassar Bukhari,BP Kruger,AF Buurman,Adeel Raja,MBS Jonkman,0
Canada,Ireland,Amstelveen,7 July 2010,0,0,H Patel,Rizwan Cheema,GEF Barnett,NR Kumar,A Bagai,ZE Surkari,AS Hansra,U Bhatti,CK Hooper,HS Baidwan,PA Desai,PR Stirling,A Balbirnie,AD Poynter,RD McCann,KJ OBrien,AR White,JF Mooney,GH Dockrell,NG Jones,AR Cusack,DT Johnston,1
Kenya,Scotland,Rotterdam,7 July 2010,1,1,PL Mommsen,OJ Hairs,DF Watts,RD Berrington,NFI McCallum,MM Iqbal,DR Lockhart,GD Drummond,MA Parker,G Goudie,RT Lyons,MA Ouma,AA Obanda,CO Obuya,RR Patel,JK Kamande,TM Odoyo,DS Wesonga,NM Odhiambo,SO Ngoche,NN Odhiambo,JO Ngoche,1
Netherlands,Afghanistan,Voorburg,7 July 2010,1,0,ES Szwarczynski,TN de Grooth,TLW Cooper,W Barresi,B Zuiderent,PW Borren,BP Kruger,AF Buurman,MBS Jonkman,Adeel Raja,PM Seelaar,Karim Sadiq,Noor Ali Zadran,Shabir Noori,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Khaliq Dad,Dawlat Ahmadzai,Hamid Hassan,1
England,Bangladesh,Nottingham,8 July 2010,1,1,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Faisal Hossain,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam,AJ Strauss,C Kieswetter,IR Bell,PD Collingwood,EJG Morgan,MH Yardy,LJ Wright,TT Bresnan,JC Tredwell,SCJ Broad,JM Anderson,0
Afghanistan,Scotland,Rotterdam,9 July 2010,0,0,Karim Sadiq,Noor Ali Zadran,Javed Ahmadi,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Shapoor Zadran,Mohammad Nabi,Samiullah Shenwari,Khaliq Dad,Hamid Hassan,DF Watts,OJ Hairs,RO Hussain,RD Berrington,NFI McCallum,MM Iqbal,DR Lockhart,MA Parker,GD Drummond,G Goudie,RT Lyons,1
Canada,Kenya,Schiedam,9 July 2010,0,1,MA Ouma,AA Obanda,CO Obuya,RR Patel,JK Kamande,TM Odoyo,DS Wesonga,NN Odhiambo,SO Ngoche,JO Ngoche,AS Luseno,H Patel,TC Bastiampillai,GEF Barnett,NR Kumar,A Bagai,ZE Surkari,AS Hansra,U Bhatti,HS Baidwan,PA Desai,Rizwan Cheema,0
Netherlands,Ireland,Amstelveen,9 July 2010,1,1,PR Stirling,A Balbirnie,JD Hall,KJ OBrien,AD Poynter,AR White,JF Mooney,NG Jones,RD McCann,A van der Merwe,GH Dockrell,ES Szwarczynski,Mudassar Bukhari,TLW Cooper,W Barresi,B Zuiderent,PW Borren,AF Buurman,MBS Jonkman,Adeel Raja,BP Loots,Mohammad Kashif,1
Canada,Kenya,Schiedam,10 July 2010,0,1,AA Obanda,RR Patel,CO Obuya,FN Otieno,JK Kamande,TM Odoyo,DS Wesonga,NN Odhiambo,HA Varaiya,JO Ngoche,AS Luseno,H Patel,TC Bastiampillai,GEF Barnett,NR Kumar,A Bagai,Rizwan Cheema,ZE Surkari,AS Hansra,U Bhatti,HS Baidwan,PA Desai,0
Ireland,Scotland,Amstelveen,10 July 2010,0,1,DF Watts,PL Mommsen,RO Hussain,RD Berrington,NFI McCallum,MM Iqbal,DR Lockhart,MA Parker,GD Drummond,G Goudie,RT Lyons,PR Stirling,A Balbirnie,AR Cusack,KJ OBrien,AR White,JF Mooney,AD Poynter,NG Jones,RD McCann,DT Johnston,GH Dockrell,0
Netherlands,Afghanistan,Rotterdam,10 July 2010,0,0,ES Szwarczynski,AN Kervezee,TLW Cooper,PW Borren,B Zuiderent,W Barresi,Mudassar Bukhari,AF Buurman,Adeel Raja,BP Loots,Mohammad Kashif,Javed Ahmadi,Shabir Noori,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Karim Sadiq,Mohammad Nabi,Samiullah Shenwari,Mirwais Ashraf,Hamid Hassan,Aftab Alam,1
England,Bangladesh,Bristol,10 July 2010,0,1,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Jahurul Islam,Shakib Al Hasan,Mohammad Ashraful,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Rubel Hossain,Shafiul Islam,AJ Strauss,C Kieswetter,IJL Trott,PD Collingwood,EJG Morgan,MH Yardy,LJ Wright,A Shahzad,SCJ Broad,JM Anderson,IR Bell,1
England,Bangladesh,Birmingham,12 July 2010,1,0,AJ Strauss,C Kieswetter,IJL Trott,LJ Wright,PD Collingwood,EJG Morgan,RS Bopara,TT Bresnan,MH Yardy,A Shahzad,SCJ Broad,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Jahurul Islam,Shakib Al Hasan,Mohammad Ashraful,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam,Rubel Hossain,0
Ireland,Bangladesh,Stormont,15 July 2010,0,1,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Jahurul Islam,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Rubel Hossain,Syed Rasel,WTS Porterfield,PR Stirling,AR Cusack,NJ OBrien,KJ OBrien,GC Wilson,AR White,JF Mooney,DT Johnston,WB Rankin,GH Dockrell,0
Ireland,Bangladesh,Stormont,16 July 2010,0,0,WTS Porterfield,PR Stirling,AR Cusack,NJ OBrien,KJ OBrien,AR White,GC Wilson,JF Mooney,DT Johnston,WB Rankin,GH Dockrell,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Jahurul Islam,Shakib Al Hasan,Mushfiqur Rahim,Faisal Hossain,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam,1
Bangladesh,Netherlands,Glasgow,20 July 2010,1,0,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Jahurul Islam,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Mashrafe Mortaza,Shafiul Islam,Nazmul Hossain,Abdur Razzak,ES Szwarczynski,AN Kervezee,TLW Cooper,PW Borren,B Zuiderent,W Barresi,MBS Jonkman,Adeel Raja,BP Kruger,Mudassar Bukhari,AF Buurman,1
India,New Zealand,Rangiri Dambulla International Stadium,10 August 2010,1,1,PJ Ingram,MJ Guptill,LRPL Taylor,KS Williamson,SB Styris,JDP Oram,GD Elliott,GJ Hopkins,DR Tuffey,KD Mills,AJ McKay,KD Karthik,V Sehwag,RG Sharma,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,P Kumar,A Mithun,A Nehra,PP Ojha,1
Sri Lanka,New Zealand,Rangiri Dambulla International Stadium,13 August 2010,1,1,BJ Watling,MJ Guptill,LRPL Taylor,KS Williamson,SB Styris,GJ Hopkins,NL McCullum,DR Tuffey,KD Mills,TG Southee,AJ McKay,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,AD Mathews,KMDN Kulasekara,HMRKB Herath,CK Kapugedera,BAW Mendis,SL Malinga,0
Sri Lanka,India,Rangiri Dambulla International Stadium,16 August 2010,0,0,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,AD Mathews,CK Kapugedera,S Randiv,KMDN Kulasekara,SL Malinga,CRD Fernando,KD Karthik,V Sehwag,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,P Kumar,I Sharma,A Nehra,PP Ojha,1
Scotland,Afghanistan,Ayr,16 August 2010,0,0,DF Watts,PL Mommsen,JH Davey,RD Berrington,GM Hamilton,MM Iqbal,DR Lockhart,RM Haq,MA Parker,GD Drummond,JD Nel,Noor Ali Zadran,Karim Sadiq,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Mirwais Ashraf,Javed Ahmadi,Hamid Hassan,Shapoor Zadran,1
Ireland,Netherlands,Dublin,16 August 2010,1,0,GC Wilson,PR Stirling,AR Cusack,KJ OBrien,JF Mooney,DT Johnston,NG Jones,AD Poynter,AR White,A van der Merwe,GH Dockrell,ES Szwarczynski,TJ Heggelman,TLW Cooper,W Barresi,B Zuiderent,PW Borren,Mudassar Bukhari,BP Kruger,PM Seelaar,MMA Jonkman,Adeel Raja,0
Scotland,Afghanistan,Ayr,17 August 2010,1,1,Karim Sadiq,Javed Ahmadi,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,NoorulHaq,Mohammad Nabi,Samiullah Shenwari,Mirwais Ashraf,Hamid Hassan,Shapoor Zadran,GM Hamilton,DF Watts,R Flannigan,JH Davey,RD Berrington,MM Iqbal,DR Lockhart,RM Haq,MA Parker,GD Drummond,RT Lyons,0
Ireland,Netherlands,Dublin,18 August 2010,1,1,ES Szwarczynski,TJ Heggelman,TLW Cooper,W Barresi,B Zuiderent,PW Borren,Mudassar Bukhari,PM Seelaar,MMA Jonkman,Adeel Raja,BP Loots,GC Wilson,PR Stirling,AR Cusack,KJ OBrien,JF Mooney,DT Johnston,NG Jones,AD Poynter,AR White,A van der Merwe,GH Dockrell,0
Sri Lanka,India,Rangiri Dambulla International Stadium,22 August 2010,1,1,KD Karthik,V Sehwag,RG Sharma,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,P Kumar,A Nehra,I Sharma,PP Ojha,DPMD Jayawardene,TM Dilshan,WU Tharanga,KC Sangakkara,LPC Silva,CK Kapugedera,AD Mathews,KMDN Kulasekara,SL Malinga,S Randiv,NLTC Perera,0
India,New Zealand,Rangiri Dambulla International Stadium,25 August 2010,0,0,KD Karthik,V Sehwag,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,P Kumar,A Nehra,I Sharma,MM Patel,BJ Watling,MJ Guptill,LRPL Taylor,GD Elliott,SB Styris,KS Williamson,GJ Hopkins,NL McCullum,KD Mills,TG Southee,AJ McKay,0
Sri Lanka,India,Rangiri Dambulla International Stadium,28 August 2010,0,0,DPMD Jayawardene,TM Dilshan,WU Tharanga,KC Sangakkara,CK Kapugedera,AD Mathews,LPC Silva,NLTC Perera,S Randiv,KMDN Kulasekara,SL Malinga,V Sehwag,KD Karthik,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RG Sharma,P Kumar,I Sharma,A Nehra,MM Patel,0
Canada,Ireland,Skating and Curling Club,6 September 2010,1,1,PR Stirling,AC Botha,AD Poynter,KJ OBrien,AR White,JF Mooney,DT Johnston,RD McCann,NG Jones,A van der Merwe,GH Dockrell,H Patel,Rizwan Cheema,R Gunasekera,A Bagai,ZE Surkari,AS Hansra,Khurram Chohan,PA Desai,HS Baidwan,WD Balaji Rao,H Osinde,0
